title,date,date_transformed,employer,location,salary,salary_copy,working_hours,day_of_week,month,min_salary,max_salary
Senior Data Analyst,22 March,2024-03-22,Adria Solutions Ltd,Manchester,"£50,000 - £65,000 per annum",50000 - 65000 per annum,"Permanent, full-time",Friday,March,50000,65000
Data Analyst Contract,5 April,2024-04-05,In Technology Group Limited,Leeds,£180 - £200 per day,180 - 200 per day,"Contract, full-time",Friday,April,45360,50400
Marketing Data Analyst,3 days ago,2024-04-24,Armstrong Lloyd - Marketing Recruitment,Basingstoke,"£35,000 - £40,000 per annum",35000 - 40000 per annum,"Permanent, full-time",Wednesday,April,35000,40000
Financial Data Analyst,3 April,2024-04-03,Catalyst,Newcastle Upon Tyne,"£41,000 per annum",41000 per annum,"Permanent, full-time",Wednesday,April,41000,0
Senior Data Analyst,5 April,2024-04-05,Profectus Recruitment,Central London,"£40,000 - £60,000 per annum, inc benefits, negotiable",40000 - 60000 per annum inc benefits negotiable,"Permanent, full-time",Friday,April,40000,60000
Marketing Data Analyst,21 March,2024-03-21,Harnham - Data & Analytics Recruitment,London,"£50,000 - £60,000 per annum",50000 - 60000 per annum,"Permanent, full-time",Thursday,March,50000,60000
Senior Data Analyst,2 April,2024-04-02,Harnham - Data & Analytics Recruitment,London,"£40,000 - £50,000 per annum",40000 - 50000 per annum,"Permanent, full-time",Tuesday,April,40000,50000
Product Data Analyst,9 April,2024-04-09,Glen Callum Associates Automotive Ltd,Hemel Hempstead,"£28,000 - £33,000 per annum",28000 - 33000 per annum,"Permanent, full-time",Tuesday,April,28000,33000
Data Analyst - BMS,18 April,2024-04-18,HUNTER MASON CONSULTING LIMITED,Colchester,"£30,000 - £45,000 per annum",30000 - 45000 per annum,"Permanent, full-time",Thursday,April,30000,45000
Warehouse Data Analyst,4 days ago,2024-04-23,Osborne Appointments,Leighton Buzzard,"£32,000 per annum",32000 per annum,"Contract, full-time",Tuesday,April,32000,0
Lead Data Analyst,19 April,2024-04-19,Lorien,London,"£68,000 - £70,000 per annum",68000 - 70000 per annum,"Permanent, full-time",Friday,April,68000,70000
Geospatial Data Analyst,4 days ago,2024-04-23,Harnham - Data & Analytics Recruitment,London,"£55,000 - £70,000 per annum",55000 - 70000 per annum,"Permanent, full-time",Tuesday,April,55000,70000
Trading Data Analyst,12 April,2024-04-12,Robert Walters,Manchester,"£40,000 - £50,000 per annum",40000 - 50000 per annum,"Permanent, full-time",Friday,April,40000,50000
Data Analyst graduate,4 April,2024-04-04,CMD Recruitment,Devizes,"£24,000 - £26,000 per annum",24000 - 26000 per annum,"Permanent, full-time",Thursday,April,24000,26000
Business Data Analyst,10 April,2024-04-10,Proactive Appointments,London,"£55,000 - £60,000 per annum",55000 - 60000 per annum,"Permanent, full-time",Wednesday,April,55000,60000
Senior Data Analyst,2 days ago,2024-04-25,360 Resourcing Solutions,City of London,"£70,000 - £80,000 per annum",70000 - 80000 per annum,"Permanent, full-time",Thursday,April,70000,80000
Senior Data Analyst,11 April,2024-04-11,ADLIB,London,£550 - £650 per day,550 - 650 per day,"Permanent, full-time",Thursday,April,138600,163800
Senior Data Analyst,15 April,2024-04-15,Eames Consulting,London,"£85,000 - £95,000 per annum, OTE",85000 - 95000 per annum OTE,"Permanent, full-time",Monday,April,85000,95000
Contract Data Analyst,22 April,2024-04-22,Hayley Group Limited,King's Lynn,Salary negotiable,Salary negotiable,"Permanent, full-time",Monday,April,3,3
Operational Data Analyst,10 April,2024-04-10,SF Recruitment ,Saxondale,"£25,000 - £26,000 per annum",25000 - 26000 per annum,"Permanent, full-time",Wednesday,April,25000,26000
Junior Data Analyst,18 March,2024-03-18,UK Vehicle Data,Chesterfield,"£21,000 per annum",21000 per annum,"Permanent, full-time",Monday,March,21000,0
Behavioural Data Analyst,19 March,2024-03-19,Harnham - Data & Analytics Recruitment,London,"£45,000 - £55,000 per annum",45000 - 55000 per annum,"Permanent, full-time",Tuesday,March,45000,55000
Customer Data Analyst,19 April,2024-04-19,Harnham - Data & Analytics Recruitment,London,"£35,000 - £50,000 per annum",35000 - 50000 per annum,"Permanent, full-time",Friday,April,35000,50000
Energy Data Analyst,19 April,2024-04-19,SER (Staffing) Ltd,London,"£35,000 - £45,000 per annum",35000 - 45000 per annum,"Permanent, full-time",Friday,April,35000,45000
Data Analyst -  BMS,Yesterday,2024-04-26,HUNTER MASON CONSULTING LIMITED,Colchester,"£30,000 - £45,000 per annum",30000 - 45000 per annum,"Permanent, full-time",Friday,April,30000,45000
"Data Analyst, Insurance",22 March,2024-03-22,Arc IT Recruitment,London,"£60,000 per annum",60000 per annum,"Permanent, full-time",Friday,March,60000,0
Data Analyst 0688,22 March,2024-03-22,The Music Market / Arts and Media Ltd,London,Competitive salary,Competitive salary,"Permanent, full-time",Friday,March,1,1
Geospatial Data Analyst,3 days ago,2024-04-24,Harnham - Data & Analytics Recruitment,London,"£55,000 - £70,000 per annum",55000 - 70000 per annum,"Permanent, full-time",Wednesday,April,55000,70000
Senior Data Analyst,27 March,2024-03-27,Harnham - Data & Analytics Recruitment,London,"£35,000 - £40,000 per annum",35000 - 40000 per annum,"Permanent, full-time",Wednesday,March,35000,40000
Junior Data Analyst,2 days ago,2024-04-25,Pearson Whiffin Recruitment Ltd,"Gillingham, Kent","£28,000 - £30,000 per annum",28000 - 30000 per annum,"Permanent, full-time",Thursday,April,28000,30000
HRIS Data Analyst,17 April,2024-04-17,Sam Stafford Search,London,"£55,000 - £65,000 per annum",55000 - 65000 per annum,"Permanent, full-time",Wednesday,April,55000,65000
Senior Data Analyst,10 April,2024-04-10,Harnham - Data & Analytics Recruitment,London,£200 - £250 per day,200 - 250 per day,"Contract, full-time",Wednesday,April,50400,63000
Trainee Data Analyst,11 April,2024-04-11,Pure Resourcing Solutions,Ipswich,"£21,000 per annum",21000 per annum,"Permanent, full-time",Thursday,April,21000,0
Underwriting Data Analyst,12 April,2024-04-12,High Finance (UK) Limited T/A HFG,London,"£50,000 - £60,000 per annum",50000 - 60000 per annum,"Permanent, full-time",Friday,April,50000,60000
BI Data Analyst,8 April,2024-04-08,Eames Consulting,London,"£55,000 - £650,000 per annum",55000 - 650000 per annum,"Permanent, full-time",Monday,April,55000,650000
CAD Data Analyst,27 March,2024-03-27,Advanced Resource Managers Limited,London,"£33,850 - £48,702 per annum",33850 - 48702 per annum,"Permanent, full-time",Wednesday,March,33850,48702
Property Data Analyst,8 April,2024-04-08,RGB Recruitment,St. Austell,"£27,200 per annum",27200 per annum,"Contract, full-time",Monday,April,27200,0
BI / Data Analyst,15 April,2024-04-15,In Technology Group Limited,Ipswich,"£30,000 - £35,000 per annum",30000 - 35000 per annum,"Permanent, full-time",Monday,April,30000,35000
Trainee Data Analyst,17 April,2024-04-17,TIME Appointments Ltd,Ipswich,Salary negotiable,Salary negotiable,"Permanent, full-time",Wednesday,April,3,3
Finance Data Analyst,15 April,2024-04-15,Marc Daniels,West London,£350 - £400 per day,350 - 400 per day,"Contract, full-time",Monday,April,88200,100800
People Data Analyst,2 days ago,2024-04-25,ADLIB,London,£300 - £400 per day,300 - 400 per day,"Contract, full-time",Thursday,April,75600,100800
Data Analyst 2,12 March,2024-03-12,Robert Walters,London,£200 - £250 per day,200 - 250 per day,"Temporary, full-time",Tuesday,March,50400,63000
Data Analyst - eCommerce,5 days ago,2024-04-22,	 MORRIS SINCLAIR RECRUITMENT LTD,London,"£55,000 - £75,000 per annum",55000 - 75000 per annum,"Permanent, full-time",Monday,April,55000,75000
Customer Data Analyst,5 days ago,2024-04-22,Harnham - Data & Analytics Recruitment,Manchester,"£35,000 - £45,000 per annum",35000 - 45000 per annum,"Permanent, full-time",Monday,April,35000,45000
Graduate Data Analyst,12 April,2024-04-12,Source4 Personnel Solutions,Harmondsworth,"£27,000 - £30,000 per annum",27000 - 30000 per annum,"Permanent, full-time",Friday,April,27000,30000
Senior Data Analyst,27 March,2024-03-27,Harnham - Data & Analytics Recruitment,Portsmouth,"£80,000 - £120,000 per annum",80000 - 120000 per annum,"Permanent, full-time",Wednesday,March,80000,120000
Lead Data Analyst,22 March,2024-03-22,Harnham - Data & Analytics Recruitment,London,"£80,000 - £120,000 per annum",80000 - 120000 per annum,"Permanent, full-time",Friday,March,80000,120000
Business Data Analyst,3 days ago,2024-04-24,Jonathan Lee Recruitment,Newton Abbot,"£36,000 - £40,000 per annum",36000 - 40000 per annum,"Permanent, full-time",Wednesday,April,36000,40000
Junior Data Analyst,19 April,2024-04-19,A for Appointments,Doncaster,"£23,000 - £25,000 per annum",23000 - 25000 per annum,"Permanent, full-time",Friday,April,23000,25000
Graduate Data Analyst  ,5 days ago,2024-04-22,MSA Data Analytics Ltd,Birmingham,"£25,000 - £30,000 per annum",25000 - 30000 per annum,"Permanent, full-time",Monday,April,25000,30000
HR Systems & Data Analyst,17 March,2024-03-17,Zachary Daniels,Northampton,"£30,000 - £35,000 per annum",30000 - 35000 per annum,"Permanent, full-time",Sunday,March,30000,35000
Senior Geospatial Data Analyst,Yesterday,2024-04-26,Harnham - Data & Analytics Recruitment,London,"£55,000 - £70,000 per annum",55000 - 70000 per annum,"Permanent, full-time",Friday,April,55000,70000
Entry-Level Data Analyst,9 April,2024-04-09,How to Job Ltd,West London,"£37,500 - £45,000 per annum, OTE, inc benefits, negotiable",37500 - 45000 per annum OTE inc benefits negotiable,"Permanent, full-time",Tuesday,April,37500,45000
Data Analyst Apprenticeship Coach,19 March,2024-03-19,TEACHTECH SOLUTIONS LIMITED,Bonsall,"£42,000 - £45,000 per annum",42000 - 45000 per annum,"Permanent, full-time",Tuesday,March,42000,45000
"Claims Data Analyst, Insurance",17 April,2024-04-17,Arc IT Recruitment,City of London,Salary negotiable,Salary negotiable,"Permanent, full-time",Wednesday,April,3,3
Conduct Risk  Data Analyst,16 April,2024-04-16,LHH Recruitment Solutions,London,"£40,000 - £45,000 per annum",40000 - 45000 per annum,"Permanent, full-time",Tuesday,April,40000,45000
Data Analyst - Fintech Innovator,19 March,2024-03-19,How to Job Ltd,Leeds,"£40,000 - £47,000 per annum, OTE, inc benefits, negotiable",40000 - 47000 per annum OTE inc benefits negotiable,"Permanent, full-time",Tuesday,March,40000,47000
Entry-Level Data Analyst,8 April,2024-04-08,How to Job Ltd,Manchester,"£37,000 - £42,000 per annum, OTE, inc benefits, negotiable",37000 - 42000 per annum OTE inc benefits negotiable,"Permanent, full-time",Monday,April,37000,42000
Senior Data Analyst - Workforce,5 April,2024-04-05,Finegreen,South West England,Salary negotiable,Salary negotiable,"Temporary, full-time",Friday,April,3,3
Data Analyst - Markets Transformation,2 days ago,2024-04-25,McGregor Boyall,London,£600 - £650 per day,600 - 650 per day,"Contract, full-time",Thursday,April,151200,163800
Data Analyst - Financial Services,12 April,2024-04-12,Front Row Recruitment Ltd,Leeds,"£28,000 - £35,000 per annum",28000 - 35000 per annum,"Permanent, full-time",Friday,April,28000,35000
Data Analyst (Entry Level),11 April,2024-04-11,IO Sphere,City of London,"£30,000 - £40,000 per annum",30000 - 40000 per annum,"Permanent, full-time",Thursday,April,30000,40000
D365 Project Data Analyst,5 days ago,2024-04-22,Access Computer Consulting plc,Birmingham,£450 - £451 per day,450 - 451 per day,"Contract, full-time",Monday,April,113400,113652
HR Systems & Data Analyst,16 April,2024-04-16,Zachary Daniels,Weedon Road Industrial Estate,"£30,000 - £40,000 per annum",30000 - 40000 per annum,"Permanent, full-time",Tuesday,April,30000,40000
"Data Analyst Insight, PowerBI",11 April,2024-04-11,360 Resourcing Solutions,City of London,"£35,000 - £40,000 per annum",35000 - 40000 per annum,"Permanent, full-time",Thursday,April,35000,40000
"Senior Data Analyst, Insurance",17 April,2024-04-17,Arc IT Recruitment,City of London,"£75,000 - £95,000 per annum",75000 - 95000 per annum,"Permanent, full-time",Wednesday,April,75000,95000
Data Analyst - Insurance / Pensions,4 days ago,2024-04-23,Lorien,Redhill,Salary negotiable,Salary negotiable,"Contract, full-time",Tuesday,April,3,3
Data Analyst - Global Marketing,16 April,2024-04-16,Henry Nicholas Associates,Norwich,"£30,000 - £35,000 per annum",30000 - 35000 per annum,"Permanent, full-time",Tuesday,April,30000,35000
Entry-Level Data Analyst,8 April,2024-04-08,How to Job Ltd,City of London,"£35,000 - £40,000 per annum, OTE, inc benefits, negotiable",35000 - 40000 per annum OTE inc benefits negotiable,"Permanent, full-time",Monday,April,35000,40000
Data Analyst - Fintech Pioneer,19 March,2024-03-19,How to Job Ltd,London,"£40,000 - £50,000 per annum, OTE, inc benefits, negotiable",40000 - 50000 per annum OTE inc benefits negotiable,"Permanent, full-time",Tuesday,March,40000,50000
Data Analyst - Financial Services,12 April,2024-04-12,Front Row Recruitment Ltd,Manchester,"£28,000 - £35,000 per annum",28000 - 35000 per annum,"Permanent, full-time",Friday,April,28000,35000
Senior BI Data Analyst,5 days ago,2024-04-22,NET Recruit,Bournemouth,"£52,000 - £57,000 per annum",52000 - 57000 per annum,"Permanent, full-time",Monday,April,52000,57000
Senior Insight & Data Analyst,24 March,2024-03-24,Sphere Digital Recruitment,London,"£50,000 - £55,000 per annum",50000 - 55000 per annum,"Permanent, full-time",Sunday,March,50000,55000
Junior Product Data Analyst,13 Feburary,2024-02-13,Alliance Automotive Group UK,"Campbell Park, Milton Keynes",Competitive salary,Competitive salary,"Permanent, full-time",Tuesday,February,1,1
Business Data Analyst/ Data Governance,20 March,2024-03-20,Oliver James ,City of London,£400 - £500 per day,400 - 500 per day,"Contract, full-time",Wednesday,March,100800,126000
Data Analyst - Underwriting Team,20 April,2024-04-20,IPS Group,London,"£35,000 - £43,000 per annum",35000 - 43000 per annum,"Permanent, full-time",Saturday,April,35000,43000
Power BI Data Analyst,9 April,2024-04-09,Reed,Houghton Le Spring,"£35,000 - £40,000 per annum",35000 - 40000 per annum,"Permanent, full-time",Tuesday,April,35000,40000
Lead Data Analyst Workforce,3 April,2024-04-03,Your World Healthcare,Gloucester,£23 - £26 per hour,23 - 26 per hour,"Temporary, full-time",Wednesday,April,14352,16224
Engineering Data Analyst Apprentice,4 April,2024-04-04,AWE,Reading,"£20,000 per annum",20000 per annum,"Permanent, full-time",Thursday,April,20000,0
"Data Analyst - £35,000 - Nottingham Onsite",5 April,2024-04-05,In Technology Group Limited,Nottingham,"£33,000 - £35,000 per annum, inc benefits",33000 - 35000 per annum inc benefits,"Permanent, full-time",Friday,April,33000,35000
Graduate Connected Car Data Analyst,21 March,2024-03-21,Jonathan Lee Recruitment,Cranfield,£18.01 per hour,18.01 per hour,"Contract, full-time",Thursday,March,11232,0
Data Analyst - Web Scraping Team,2 days ago,2024-04-25,Profectus Recruitment,Newbury,"£30,000 - £34,000 per annum, inc benefits, negotiable",30000 - 34000 per annum inc benefits negotiable,"Permanent, full-time",Thursday,April,30000,34000
P/T Reward/Data Analyst,5 days ago,2024-04-22,Pertemps London,London,"£60,000 - £65,000 per annum",60000 - 65000 per annum,"Permanent, full-time",Monday,April,60000,65000
Data Analyst - Green Tech Solutions,19 March,2024-03-19,How to Job Ltd,Manchester,"£39,000 - £46,000 per annum, OTE, inc benefits, negotiable",39000 - 46000 per annum OTE inc benefits negotiable,"Permanent, full-time",Tuesday,March,39000,46000
Junior Connected Car Data Analyst,21 March,2024-03-21,Jonathan Lee Recruitment,Cranfield,£18.01 - £22.67 per hour,18.01 - 22.67 per hour,"Contract, full-time",Thursday,March,11232,13728
Carbon Data Analyst / FTC / hybrid,4 April,2024-04-04,Terry Parris Associates Ltd,Horsham,Salary negotiable,Salary negotiable,"Contract, full-time",Thursday,April,3,3
Data Analyst - E-commerce Innovator,19 March,2024-03-19,How to Job Ltd,Manchester,"£38,000 - £45,000 per annum, OTE, inc benefits, negotiable",38000 - 45000 per annum OTE inc benefits negotiable,"Permanent, full-time",Tuesday,March,38000,45000
Data Analyst - 12 month contract,18 April,2024-04-18,HYERED LIMITED,London,"£24,000 - £26,000 per annum",24000 - 26000 per annum,"Contract, full-time",Thursday,April,24000,26000
Defined Benefits DB Data Analyst,16 April,2024-04-16,Lorien,London,£450 - £550 per day,450 - 550 per day,"Contract, full-time",Tuesday,April,113400,138600
Data Analyst- CAFM project- Berkshire,22 March,2024-03-22,Real Staffing,Berkshire,£350 per day,350 per day,"Contract, full-time",Friday,March,88200,0
Distribution Data Analyst and Development Manager,5 days ago,2024-04-22,Bis Henderson,Bracknell,"£45,000 - £55,000 per annum",45000 - 55000 per annum,"Permanent, full-time",Monday,April,45000,55000
Business Data Analyst - £500 per day,22 March,2024-03-22,BCT Resourcing ,City of London,£400 - £500 per day,400 - 500 per day,"Contract, full-time",Friday,March,100800,126000
Financial Data Analyst - 9 Month Contract,Yesterday,2024-04-26,Edward Mann Group,Central London,"£55,000 - £60,000 per annum, pro-rata",55000 - 60000 per annum pro-rata,"Contract, full-time",Friday,April,55000,60000
Senior Marketing Data Analyst E-Commerce,10 April,2024-04-10,Harnham - Data & Analytics Recruitment,Watford,"£65,000 - £75,000 per annum",65000 - 75000 per annum,"Permanent, full-time",Wednesday,April,65000,75000
Senior Marketing Data Analyst E-Commerce,2 April,2024-04-02,Harnham - Data & Analytics Recruitment,Watford,"£65,000 - £75,000 per annum",65000 - 75000 per annum,"Permanent, full-time",Tuesday,April,65000,75000
Data Analyst EXCEL Amazing Airline!-Heathrow,17 April,2024-04-17,Robert Half,London,"£28,000 - £30,000 per annum",28000 - 30000 per annum,"Permanent, full-time",Wednesday,April,28000,30000
Commercial Data Analyst - 6 Months FTC,5 April,2024-04-05,MSA Data Analytics Ltd,Leicestershire,"£32,000 - £36,000 per annum",32000 - 36000 per annum,"Permanent, full-time",Friday,April,32000,36000
Data Analyst - Social Impact Tech Firm,19 March,2024-03-19,How to Job Ltd,London,"£42,000 - £48,000 per annum, OTE, inc benefits, negotiable",42000 - 48000 per annum OTE inc benefits negotiable,"Permanent, full-time",Tuesday,March,42000,48000
Senior Marketing Data Analyst E-Commerce,9 April,2024-04-09,Harnham - Data & Analytics Recruitment,Watford,"£65,000 - £75,000 per annum",65000 - 75000 per annum,"Permanent, full-time",Tuesday,April,65000,75000
Senior Marketing Data Analyst E-Commerce,8 April,2024-04-08,Harnham - Data & Analytics Recruitment,Watford,"£65,000 - £75,000 per annum",65000 - 75000 per annum,"Permanent, full-time",Monday,April,65000,75000
Senior Marketing Data Analyst E-Commerce,26 March,2024-03-26,Harnham - Data & Analytics Recruitment,Watford,"£65,000 - £75,000 per annum",65000 - 75000 per annum,"Permanent, full-time",Tuesday,March,65000,75000
"Master Data Analyst - £37,500 - Knottingley Onsite",22 April,2024-04-22,In Technology Group Limited,Knottingley,"£35,000 - £39,000 per annum, inc benefits",35000 - 39000 per annum inc benefits,"Permanent, full-time",Monday,April,35000,39000
BI & Data Analyst - 9 Month Contract,19 April,2024-04-19,Edward Mann Group,Central London,"£55,000 - £60,000 per annum, pro-rata",55000 - 60000 per annum pro-rata,"Contract, full-time",Friday,April,55000,60000
Carbon Data Analyst 6 Month FTC,27 March,2024-03-27,Barclay Meade,Horsham,"£50,000 - £60,000 per annum",50000 - 60000 per annum,"Permanent, full-time",Wednesday,March,50000,60000
"Data Analyst  Performance Analyst SQL, Powerbi, Azure",3 days ago,2024-04-24,Reed,Central London,"£35,000 - £43,000 per annum, inc benefits",35000 - 43000 per annum inc benefits,"Permanent, full-time",Wednesday,April,35000,43000
"Data Analyst, Python, Pandas, Fully Remote, COR5644A",20 March,2024-03-20,Corriculo Ltd,Manchester,"£28,000 - £34,000 per annum",28000 - 34000 per annum,"Permanent, full-time",Wednesday,March,28000,34000
"Data Analyst, Python, Pandas, Fully Remote, COR5644",20 March,2024-03-20,Corriculo Ltd,Oxford,"£28,000 - £34,000 per annum",28000 - 34000 per annum,"Permanent, full-time",Wednesday,March,28000,34000
"Data Analyst, Business Intelligence Analyst, Power BI, COR5648A",20 March,2024-03-20,Corriculo Ltd,Leicester,"£30,000 - £37,500 per annum",30000 - 37500 per annum,"Permanent, full-time",Wednesday,March,30000,37500
Graduate Data Analyst/Software Developer - London,15 April,2024-04-15,David Charles Associates,City of London,"£35,000 - £40,000 per annum",35000 - 40000 per annum,"Permanent, full-time",Monday,April,35000,40000
Data Analyst/Scientist - Hybrid/Bristol - Up to £55k,4 days ago,2024-04-23,Adecco ,Bristol,"£35,000 - £55,000 per annum",35000 - 55000 per annum,"Permanent, full-time",Tuesday,April,35000,55000
"Data Analyst, Business Intelligence Analyst, Power BI, COR5648",20 March,2024-03-20,Corriculo Ltd,Witney,"£30,000 - £37,500 per annum",30000 - 37500 per annum,"Permanent, full-time",Wednesday,March,30000,37500
Pensions Accounts Assistant and Data Analyst - PART TIME,3 days ago,2024-04-24,Goodman Masson,London,"£21,000 - £24,000 per annum",21000 - 24000 per annum,"Permanent, full-time",Wednesday,April,21000,24000
Data Analyst - Carbon Accounting / Envirotech 40-45k,2 days ago,2024-04-25,The Workplace Consultancy,"Kensington, London","£33,000 - £40,000 per annum",33000 - 40000 per annum,"Permanent, full-time",Thursday,April,33000,40000
Lead Data Analyst Workforce - NHS (b7),3 April,2024-04-03,Your World Healthcare,Gloucester,£23 - £26 per hour,23 - 26 per hour,"Temporary, full-time",Wednesday,April,14352,16224
Senior Data Analyst - Advertisting Analysis - London-Hybrid.,5 April,2024-04-05,Charles Moore Associates Ltd,London,"£35,000 - £50,000 per annum",35000 - 50000 per annum,"Permanent, full-time",Friday,April,35000,50000
Tech BA/Data Analyst - Booking Model Controls/Tableau,5 days ago,2024-04-22,Harvey Nash,London,£700 - £850 per day,700 - 850 per day,"Contract, full-time",Monday,April,176400,214200
"Senior Business/Data Analyst - Sql, Excel, Data Vis, Banking",26 March,2024-03-26,Harvey Nash,London,£550 - £650 per day,550 - 650 per day,"Contract, full-time",Tuesday,March,138600,163800
"Data Analyst - Financial Experience - London - £50,000 - £65,000 + bonus and benefits",2 April,2024-04-02,Lynx Recruitment Ltd,London,"£50,000 - £65,000 per annum",50000 - 65000 per annum,"Permanent, full-time",Tuesday,April,50000,65000
Data Analyst Financial Services Hybrid £600/d 6 Months LONDON,2 days ago,2024-04-25,Adecco ,London,£600 per day,600 per day,"Contract, full-time",Thursday,April,151200,0
"Exciting Opportunity for Graduate Data Analyst in Media Agency - London - £25,000",27 March,2024-03-27,Charles Moore Associates Ltd,London,"£22,000 - £25,000 per annum",22000 - 25000 per annum,"Permanent, full-time",Wednesday,March,22000,25000
"Exciting Opportunity for Graduate Data Analyst in Market Research Agency - London - £25,000",27 March,2024-03-27,Charles Moore Associates Ltd,London,"£22,000 - £25,000 per annum",22000 - 25000 per annum,"Permanent, full-time",Wednesday,March,22000,25000
"Exciting Opportunity for Graduate Data Analyst in Insight Advertising Agency - London - £25,000",27 March,2024-03-27,Charles Moore Associates Ltd,London,"£22,000 - £25,000 per annum",22000 - 25000 per annum,"Permanent, full-time",Wednesday,March,22000,25000
"Exciting Opportunity for Graduate Data Analyst in Media / Advertising Agency London - £25,000",28 March,2024-03-28,Charles Moore Associates Ltd,London,"£22,000 - £25,000 per annum",22000 - 25000 per annum,"Permanent, full-time",Thursday,March,22000,25000
Data Analyst,15 April,2024-04-15,eFinancialCareers,London,Competitive salary,Competitive salary,"Permanent, full-time",Monday,April,1,1
Senior Data Analyst,5 March,2024-03-05,Appcastenterprise,London,Competitive salary,Competitive salary,"Permanent, full-time or part-time",Tuesday,March,1,1
Senior Data Analyst,2 days ago,2024-04-25,eFinancialCareers,London,Competitive salary,Competitive salary,"Permanent, full-time",Thursday,April,1,1
Data Analyst - Markets Transformation,2 days ago,2024-04-25,eFinancialCareers,London,Competitive salary,Competitive salary,"Permanent, full-time",Thursday,April,1,1
Delegated Authority Data Analyst,17 April,2024-04-17,eFinancialCareers,London,Competitive salary,Competitive salary,"Permanent, full-time",Wednesday,April,1,1
Digital Rights Data Analyst,15 April,2024-04-15,eFinancialCareers,Exeter,Competitive salary,Competitive salary,"Permanent, full-time",Monday,April,1,1
Client Reporting Data Analyst,15 April,2024-04-15,eFinancialCareers,London,Competitive salary,Competitive salary,"Permanent, full-time",Monday,April,1,1
Pensions Accounts Assistant and Data Analyst - PART TIME,3 days ago,2024-04-24,eFinancialCareers,London,Competitive salary,Competitive salary,"Permanent, full-time or part-time",Wednesday,April,1,1
"Senior Business/Data Analyst - Sql, Excel, Data Vis, Banking",2 days ago,2024-04-25,eFinancialCareers,London,Competitive salary,Competitive salary,"Permanent, full-time",Thursday,April,1,1
Data Analyst with knowledge of Financial crime/ Transaction Monitoring/ Sanctions,16 April,2024-04-16,eFinancialCareers,London,Competitive salary,Competitive salary,"Permanent, full-time",Tuesday,April,1,1
Data Analyst - Private Markets - London - Global Asset Manager,15 April,2024-04-15,eFinancialCareers,London,Competitive salary,Competitive salary,"Permanent, full-time",Monday,April,1,1
Client Reporting Data Analyst - 12 M FTC,15 April,2024-04-15,eFinancialCareers,London,Competitive salary,Competitive salary,"Permanent, full-time",Monday,April,1,1
"Global Custody Product Development Data Analyst, Assistant Vice President",15 April,2024-04-15,eFinancialCareers,London,Competitive salary,Competitive salary,"Permanent, full-time",Monday,April,1,1
Senior Data Analyst - Capacity Management - Cloud/Infrastructure - Financial Services,15 April,2024-04-15,eFinancialCareers,London,Competitive salary,Competitive salary,"Permanent, full-time",Monday,April,1,1
